sample_id,main_lineage,sub_lineage,is_unknown_lineage,is_compound_lineage,stratifiable_single_lineage
SRR33384456,lineage4,lineage4.4.1.1.1,False,False,True
SRR33384457,lineage2,lineage2.2.2,False,False,True
SRR33384458,lineage4,lineage4.3.3,False,False,True
SRR33384459,lineage4,lineage4.3.3,False,False,True
SRR33384460,lineage1,lineage1.2.2.2,False,False,True
SRR33384461,lineage2,lineage2.2.2,False,False,True
SRR33384462,lineage4,lineage4.1.1.3,False,False,True
SRR33384463,lineage2,lineage2.2.2,False,False,True
SRR33384464,lineage2,lineage2.2.2,False,False,True
SRR33384465,lineage4,lineage4.4.1.1,False,False,True
SRR33384466,lineage4,lineage4.3.3,False,False,True
SRR33384467,lineage4,lineage4.3.3,False,False,True
SRR33384468,lineage4,lineage4.1.1.3;lineage4.3.3,False,False,True
SRR33384469,lineage2,lineage2.2.2,False,False,True
SRR33384470,lineage4,lineage4.3.3,False,False,True
SRR33384471,lineage4,lineage4.1.1.3,False,False,True
SRR33384472,lineage4,lineage4.3.3,False,False,True
SRR33384473,lineage4,lineage4.3.3,False,False,True
SRR33384474,lineage4,lineage4.3.3,False,False,True
SRR33384475,lineage4,lineage4.3.3,False,False,True
SRR33384476,lineage4,lineage4.3.3,False,False,True
SRR33384477,lineage4,lineage4.3.3,False,False,True
SRR33384478,lineage4,lineage4.3.3,False,False,True
SRR33384479,lineage4,lineage4.1.2.1,False,False,True
SRR33384480,lineage4,lineage4.3.3,False,False,True
SRR33384481,lineage4,lineage4.4.1.1,False,False,True
SRR33384482,lineage4,lineage4.3.3,False,False,True
SRR33384483,lineage4,lineage4.3.3,False,False,True
SRR33384484,lineage4,lineage4.3.3,False,False,True
SRR33384485,lineage4,lineage4.4.1.1,False,False,True
SRR33384486,lineage4,lineage4.3.3,False,False,True
SRR33384487,lineage4,lineage4.3.3,False,False,True
SRR33384488,lineage4,lineage4.3.3,False,False,True
SRR33384489,lineage4,lineage4.3.3,False,False,True
SRR33384490,lineage2,lineage2.2.2,False,False,True
SRR33384491,lineage2,lineage2.2.2,False,False,True
SRR33384492,lineage4,lineage4.3.3,False,False,True
SRR33384493,lineage4,lineage4.3.3,False,False,True
SRR33384494,lineage4,lineage4.3.3,False,False,True
SRR33384495,lineage4,lineage4.1.1.3,False,False,True
SRR33384496,lineage2,lineage2.2.2,False,False,True
SRR33384497,lineage2,lineage2.2.1,False,False,True
SRR33384498,lineage4,lineage4.1.1.3,False,False,True
SRR33384499,lineage4,lineage4.3.3,False,False,True
SRR33384500,lineage2,lineage2.2.1,False,False,True
SRR33384501,lineage4,lineage4.1.1.3,False,False,True
SRR33384502,lineage4,lineage4.3.3,False,False,True
SRR33384503,lineage4,lineage4.3.3,False,False,True
SRR33384504,lineage4,lineage4.3.3,False,False,True
SRR33384505,lineage2,lineage2.2.2,False,False,True
SRR33384506,lineage4,lineage4.8.1,False,False,True
SRR33384507,lineage4,lineage4.4.1.1.1,False,False,True
SRR33384508,lineage2,lineage2.2.1,False,False,True
SRR33384509,lineage4,lineage4.3.3,False,False,True
SRR33384510,lineage4,lineage4.1.1.3,False,False,True
SRR33384511,lineage2,lineage2.2.2,False,False,True
SRR33384512,lineage4,lineage4.4.1.1.1,False,False,True
SRR33384513,Unknown,Unknown,True,False,False
SRR33384514,lineage1,lineage1.2.2.2,False,False,True
SRR33384515,lineage4,lineage4.9,False,False,True
SRR33384516,lineage4,lineage4.4.1.1,False,False,True
SRR33384517,lineage4,lineage4.3.3,False,False,True
SRR33384518,lineage4,lineage4.4.1.1,False,False,True
SRR33384519,lineage4,lineage4.8.1,False,False,True
SRR33384520,lineage4,lineage4.3.3,False,False,True
SRR33384521,lineage4,lineage4.3.3,False,False,True
SRR33384522,lineage4,lineage4.8,False,False,True
SRR33384523,Unknown,Unknown,True,False,False
SRR33384524,Unknown,Unknown,True,False,False
SRR33384525,lineage4,lineage4.4.1.1.1,False,False,True
SRR33384526,lineage4,lineage4.3.2,False,False,True
SRR33384527,lineage4,lineage4.3.3,False,False,True
SRR33384528,lineage3,lineage3.1.1,False,False,True
SRR33384529,lineage4,lineage4.3.3,False,False,True
SRR33384530,lineage4,lineage4.4.1.1,False,False,True
SRR33384531,lineage2,lineage2.2.2,False,False,True
SRR33384532,lineage2,lineage2.2.2,False,False,True
SRR33384533,lineage2,lineage2.2.2,False,False,True
SRR33384534,lineage2,lineage2.2.2,False,False,True
SRR33384535,lineage2,lineage2.2.2,False,False,True
SRR33384536,lineage4,lineage4.4.1.1,False,False,True
SRR33384537,lineage4,lineage4.3.3,False,False,True
SRR33384538,lineage4,lineage4.3.3,False,False,True
SRR33384539,lineage4,lineage4.3.3,False,False,True
SRR33384540,lineage4,lineage4.3.3,False,False,True
SRR33384541,lineage2,lineage2.2.1,False,False,True
SRR33384542,lineage4,lineage4.3.3,False,False,True
SRR33384543,lineage4,lineage4.3.2.1,False,False,True
SRR33384544,lineage4,lineage4.4.1.1,False,False,True
SRR33384545,lineage4,lineage4.3.3,False,False,True
SRR33384546,lineage4,lineage4.8.1,False,False,True
SRR33384547,lineage4,lineage4.4.1.1.1,False,False,True
SRR33384548,lineage4,lineage4.3.3,False,False,True
SRR33384549,lineage4,lineage4.3.3,False,False,True
SRR33384550,lineage4,lineage4.3.3,False,False,True
SRR33384551,lineage4,lineage4.8.1,False,False,True
SRR33384552,lineage4,lineage4.1.1.3,False,False,True
SRR33384553,lineage2,lineage2.2.1,False,False,True
SRR33384554,lineage4,lineage4.3.3,False,False,True
SRR33384555,lineage4,lineage4.3.3,False,False,True
SRR33384556,lineage4,lineage4.3.2.1,False,False,True
SRR33384557,lineage4,lineage4.8.1,False,False,True
SRR33384558,lineage4,lineage4.8.1,False,False,True
SRR33384559,lineage2,lineage2.2.2,False,False,True
SRR33384560,lineage2,lineage2.2.2,False,False,True
SRR33384561,lineage1,lineage1.2.2.2,False,False,True
SRR33384562,lineage4,lineage4.8.1,False,False,True
SRR33384563,lineage4,lineage4.9,False,False,True
SRR33384564,lineage2;lineage3,lineage2.2.1;lineage3.1.1,False,True,False
SRR33384565,Unknown,Unknown,True,False,False
SRR33384566,lineage2,lineage2.2.2,False,False,True
SRR33384567,lineage4,lineage4.3.3,False,False,True
SRR33384568,lineage2,lineage2.2.1.1,False,False,True
SRR33384569,lineage4,lineage4.3.3,False,False,True
SRR33384570,lineage4,lineage4.1.2.1,False,False,True
SRR33384571,lineage4,lineage4.4.1.1,False,False,True
SRR33384572,lineage2,lineage2.2.1,False,False,True
SRR33384573,lineage1,lineage1.2.2.2,False,False,True
SRR33384574,lineage4,lineage4.3.3,False,False,True
SRR33384575,lineage2,lineage2.2.2,False,False,True
SRR33384576,lineage4,lineage4.8.1,False,False,True
SRR33384577,lineage4,lineage4.3.3,False,False,True
SRR33384578,lineage4,lineage4.3.3,False,False,True
SRR33384579,lineage4,lineage4.8.1,False,False,True
SRR33384580,lineage2,lineage2.2.2,False,False,True
SRR33384581,Unknown,Unknown,True,False,False
SRR33384582,lineage4,lineage4.3.3,False,False,True
SRR33384583,lineage2,lineage2.2.2,False,False,True
SRR33384584,lineage4,lineage4.8.1,False,False,True
SRR33384585,lineage4,lineage4.3.2.1,False,False,True
SRR33384586,lineage4,lineage4.3.3,False,False,True
SRR33384587,lineage4,lineage4.4.1.1.1,False,False,True
SRR33384588,lineage4,lineage4.1.1.3,False,False,True
SRR33384589,lineage4,lineage4.3.3,False,False,True
SRR33384590,lineage4,lineage4.4.1.1.1,False,False,True
SRR33384591,lineage4,lineage4.4.1.1.1,False,False,True
SRR33384592,lineage2,lineage2.2.1,False,False,True
SRR33384593,lineage2,lineage2.2.1.1,False,False,True
SRR33384594,lineage4,lineage4.1.2.1,False,False,True
SRR33384595,lineage4,lineage4.3.3,False,False,True
SRR33384596,lineage2,lineage2.2.1,False,False,True
SRR33384597,lineage4,lineage4.8.1,False,False,True
SRR33384598,lineage4,lineage4.4.1.1,False,False,True
SRR33384599,lineage4,lineage4.4.1.1,False,False,True
SRR33384600,lineage4,lineage4.3.3,False,False,True
SRR33384601,lineage4,lineage4.4.1.1.1,False,False,True
SRR33384602,lineage4,lineage4.3.3,False,False,True
SRR33384603,lineage4,lineage4.1.2.1,False,False,True
SRR33384604,Unknown,Unknown,True,False,False
SRR33384605,lineage4,lineage4.4.1.1.1,False,False,True
SRR33384606,lineage2,lineage2.2.1,False,False,True
SRR33384607,Unknown,Unknown,True,False,False
SRR33384608,Unknown,Unknown,True,False,False
SRR33384609,lineage4,lineage4.8,False,False,True
SRR33384610,lineage4,lineage4.4.1.1.1,False,False,True
SRR33384611,lineage4,lineage4.3.3,False,False,True
SRR33384612,lineage4,lineage4.3.3,False,False,True
SRR33384613,lineage4,lineage4.3.3,False,False,True
SRR33384614,lineage4,lineage4.3.3,False,False,True
SRR33384615,lineage4,lineage4.3.3,False,False,True
SRR33384616,lineage4,lineage4.1.1.3,False,False,True
SRR33384617,lineage4,lineage4.4.1.1,False,False,True
SRR33384618,lineage4,lineage4.3.3,False,False,True
SRR33384619,lineage4,lineage4.3.3,False,False,True
SRR33384620,lineage4,lineage4.4.1.1.1,False,False,True
SRR33384621,lineage2,lineage2.2.2,False,False,True
SRR33384622,lineage4,lineage4.3.3,False,False,True
SRR33384623,lineage4,lineage4.3.3,False,False,True
SRR33384624,lineage4,lineage4.1.1.3,False,False,True
SRR33384625,lineage4,lineage4.3.3,False,False,True
SRR33384626,lineage4,lineage4.3.3,False,False,True
SRR33384627,lineage2,lineage2.2.1,False,False,True
SRR33384628,lineage4,lineage4.3.3,False,False,True
SRR33384629,lineage2,lineage2.2.1,False,False,True
SRR33384630,lineage4,lineage4.3.3,False,False,True
SRR33384631,lineage4,lineage4.3.3,False,False,True
SRR33384632,lineage4,lineage4.1.1.3,False,False,True
SRR33384633,lineage4,lineage4.3.3,False,False,True
SRR33384634,lineage4,lineage4.1.1.3,False,False,True
SRR33384635,lineage4,lineage4.3.3,False,False,True
SRR33394855,lineage4,lineage4.4.1.1,False,False,True
SRR33394856,lineage4,lineage4.4.1.1,False,False,True
SRR33394857,lineage2,lineage2.2.2,False,False,True
SRR33394858,lineage2,lineage2.2.2,False,False,True
SRR33394859,lineage4,lineage4.8,False,False,True
SRR33394860,lineage2,lineage2.2.2,False,False,True
SRR33394861,lineage4,lineage4.8,False,False,True
SRR33394862,lineage1,lineage1.2.2.2,False,False,True
SRR33394863,lineage1,lineage1.2.2.1,False,False,True
SRR33394864,lineage4,lineage4.9,False,False,True
SRR33394865,lineage1,lineage1.2.2.2,False,False,True
SRR33394866,lineage4,lineage4.4.1.1,False,False,True
SRR33394867,lineage2,lineage2.2.1.1,False,False,True
SRR33394868,lineage2,lineage2.2.2,False,False,True
SRR33394869,lineage2,lineage2.2.1,False,False,True
SRR33394870,lineage4,lineage4.1.1.3,False,False,True
SRR33394871,lineage4,lineage4.4.1.1,False,False,True
SRR33394872,lineage4,lineage4.7,False,False,True
SRR33394873,lineage2,lineage2.2.1,False,False,True
SRR33394874,lineage1,lineage1.2.2.2,False,False,True
SRR33394875,lineage2,lineage2.2.1,False,False,True
SRR33394876,lineage4,lineage4.4.1.1.1,False,False,True
SRR33394877,lineage2,lineage2.2.1,False,False,True
SRR33394878,lineage1,lineage1.2.2.2,False,False,True
SRR33394879,lineage2,lineage2.2.1,False,False,True
SRR33394880,lineage2,lineage2.2.1,False,False,True
SRR33394881,lineage4,lineage4.4.1.1,False,False,True
SRR33394882,lineage4,lineage4.3.2.1,False,False,True
SRR33394883,lineage4,lineage4.1.1.3,False,False,True
SRR33394884,lineage2,lineage2.2.1,False,False,True
SRR33394885,lineage4,lineage4.9,False,False,True
SRR33394886,lineage2,lineage2.2.1,False,False,True
SRR33394887,lineage2,lineage2.2.2,False,False,True
SRR33394888,lineage2,lineage2.2.2,False,False,True
SRR33394889,lineage2,lineage2.2.2,False,False,True
SRR33394890,lineage2,lineage2.2.2,False,False,True
SRR33394891,lineage4,lineage4.1.2.1,False,False,True
SRR33394892,lineage2,lineage2.2.1.1,False,False,True
SRR33394893,lineage2,lineage2.2.2,False,False,True
SRR33394894,lineage4,lineage4.1.1.3,False,False,True
SRR33394895,lineage1,lineage1.2.2.2,False,False,True
SRR33394896,lineage2,lineage2.2.2,False,False,True
SRR33394897,lineage4,lineage4.1.1.3,False,False,True
SRR33394898,lineage2,lineage2.2.2,False,False,True
SRR33394899,lineage4,lineage4.1.2.1,False,False,True
SRR33394900,lineage1,lineage1.2.2.2,False,False,True
SRR33394901,lineage4,lineage4.4.1.1.1,False,False,True
SRR33394902,lineage2,lineage2.2.2,False,False,True
SRR33394903,lineage2,lineage2.2.2,False,False,True
SRR33394904,lineage2,lineage2.2.1,False,False,True
SRR33394905,lineage2,lineage2.2.1.1;lineage2.2.2,False,False,True
SRR33394906,lineage4,lineage4.4.1.1.1,False,False,True
SRR33394907,lineage3,lineage3.1.1,False,False,True
SRR33394908,lineage2,lineage2.2.2,False,False,True
SRR33394909,lineage4,lineage4.8.1,False,False,True
SRR33394910,lineage2,lineage2.2.1,False,False,True
SRR33394911,lineage4,lineage4.3.2.1,False,False,True
SRR33394912,lineage4,lineage4.1.1.3,False,False,True
SRR33394913,lineage4,lineage4.4.1.1,False,False,True
SRR33394914,lineage2,lineage2.2,False,False,True
SRR33394915,lineage4,lineage4.4.1.1,False,False,True
SRR33394916,lineage2;lineage4,lineage2.2.2;lineage4,False,True,False
SRR33394917,lineage2,lineage2.2.2,False,False,True
SRR33394918,lineage2,lineage2.2.1,False,False,True
SRR33394919,lineage4,lineage4.3.3,False,False,True
SRR33394920,lineage4,lineage4.4.1.1,False,False,True
SRR33394921,lineage1,lineage1.2.2.2,False,False,True
SRR33394922,lineage1,lineage1.2.2.2,False,False,True
SRR33394923,lineage2,lineage2.2.2,False,False,True
SRR33394924,lineage1,lineage1.2.2.2,False,False,True
SRR33394925,lineage2,lineage2.2.1.1,False,False,True
SRR33394926,lineage2,lineage2.2.2,False,False,True
SRR33394927,lineage4,lineage4.3.3,False,False,True
SRR33394928,lineage2,lineage2.2.2,False,False,True
SRR33394929,lineage2,lineage2.2.2,False,False,True
SRR33394930,lineage2,lineage2.2.2,False,False,True
SRR33394931,lineage3,lineage3.1.2,False,False,True
SRR33394932,lineage3,lineage3.1.2,False,False,True
SRR33394933,lineage4,lineage4.4.1.1.1,False,False,True
SRR33394934,lineage4,lineage4.8.1,False,False,True
SRR33394935,lineage2,lineage2.2.2,False,False,True
SRR33394936,lineage2,lineage2.2.1.1,False,False,True
SRR33394937,lineage2,lineage2.2.2,False,False,True
SRR33394938,lineage4,lineage4.1.2.1,False,False,True
SRR33394939,lineage4,lineage4.3.3,False,False,True
SRR33394940,lineage1,lineage1.2.2.2,False,False,True
SRR33394941,lineage2,lineage2.2.2,False,False,True
SRR33394942,lineage4,lineage4.8,False,False,True
SRR33394943,lineage4,lineage4.4.1.1,False,False,True
SRR33394944,lineage4,lineage4.1.2.1,False,False,True
SRR33394945,lineage4,lineage4.3.2.1,False,False,True
SRR33394946,lineage2,lineage2.2.1.1,False,False,True
SRR33394947,lineage2,lineage2.2.2,False,False,True
SRR33394948,lineage2,lineage2.2.2,False,False,True
SRR33394949,lineage2,lineage2.2.2,False,False,True
SRR33394950,lineage2,lineage2.2.2,False,False,True
SRR33394951,lineage2,lineage2.2.1,False,False,True
SRR33394952,lineage1,lineage1.2.2.2,False,False,True
SRR33394953,lineage2,lineage2.2.1,False,False,True
SRR33394954,lineage4,lineage4.8.1,False,False,True
SRR33394955,lineage2,lineage2.2.2,False,False,True
SRR33394956,lineage4,lineage4.3.3,False,False,True
SRR33394957,lineage4,lineage4.3.3,False,False,True
SRR34092676,lineage4,lineage4.2.2.2,False,False,True
SRR34092677,lineage4,lineage4.2.2.2,False,False,True
SRR34092678,lineage3,lineage3,False,False,True
SRR34092679,lineage4,lineage4.2.2.2,False,False,True
SRR34092680,lineage3,lineage3,False,False,True
SRR34092681,lineage4,lineage4.6.3,False,False,True
SRR34092682,lineage3,lineage3,False,False,True
SRR34092683,lineage4,lineage4.6.5,False,False,True
SRR34092684,lineage4,lineage4.2.2.2,False,False,True
SRR34092685,lineage4,lineage4.2.2.2,False,False,True
SRR34965684,lineage2,lineage2.2.1,False,False,True
SRR34965685,lineage2,lineage2.2.1,False,False,True
SRR34965686,lineage2,lineage2.2.1,False,False,True
SRR34965687,lineage4,lineage4.1.1.1,False,False,True
SRR34965688,lineage4,lineage4.4.1.1,False,False,True
SRR34965689,lineage4,lineage4.8.1,False,False,True
SRR34965690,lineage4,lineage4.1.1,False,False,True
SRR34965691,lineage4,lineage4.8,False,False,True
SRR34965692,lineage4,lineage4.8,False,False,True
SRR34965693,lineage1,lineage1.2.2.2,False,False,True
SRR34965694,lineage4,lineage4.1.1.3,False,False,True
SRR34965695,lineage2,lineage2.2.1,False,False,True
SRR34965696,lineage1,lineage1.2.2.2,False,False,True
SRR34965697,lineage1,lineage1.2.2.2,False,False,True
SRR34965698,lineage2,lineage2.2.1,False,False,True
SRR34965699,lineage1,lineage1.2.2.2,False,False,True
SRR34965700,lineage1,lineage1.2.2.2,False,False,True
SRR34965701,lineage4,lineage4.8,False,False,True
SRR34965702,lineage4,lineage4.1.2.1,False,False,True
SRR34965703,lineage4,lineage4.8,False,False,True
SRR34965704,lineage1,lineage1.2.2.2,False,False,True
SRR34965705,lineage4,lineage4.4.1.1,False,False,True
SRR34965706,lineage4,lineage4.3.2,False,False,True
SRR34965707,lineage2,lineage2.2.1,False,False,True
SRR34965708,lineage4,lineage4.1.1.3,False,False,True
SRR34965709,lineage2,lineage2.2.2,False,False,True
SRR34965710,lineage1,lineage1.2.2.2,False,False,True
SRR34965711,lineage3,lineage3.1.1,False,False,True
SRR34965712,lineage1,lineage1.2.2.2,False,False,True
SRR34965713,lineage3,lineage3.1.1,False,False,True
SRR34965714,lineage4,lineage4.4.1.1,False,False,True
SRR34965715,lineage2,lineage2.2.1.1,False,False,True
SRR34965716,lineage4,lineage4.3.2,False,False,True
SRR34965717,lineage4,lineage4.8,False,False,True
SRR34965718,lineage1,lineage1.2.2.2,False,False,True
SRR36942071,lineage3,lineage3,False,False,True
SRR36942072,lineage4,lineage4.8,False,False,True
SRR36942073,lineage4,lineage4.6.1.1,False,False,True
SRR36942074,lineage4,lineage4.3.4.2.1,False,False,True
SRR36942075,lineage3,lineage3,False,False,True
