sample_id,drtype,total_variants_qc,high_variant_qc,phenotype_binary_inconsistent,has_core_mutation,phenotype_inconsistency_source,recommended_exclude_from_phenotype_ground_truth
SRR32526568,Susceptible,4,False,False,False,,False
SRR32526570,RR-TB,25,False,False,True,,False
SRR32526571,HR-TB,12,False,False,True,,False
SRR32526572,Susceptible,3,False,False,False,,False
SRR32526573,Susceptible,0,False,False,False,,False
SRR32526574,Susceptible,0,False,False,False,,False
SRR32526577,Susceptible,22,False,False,False,,False
SRR32526579,RR-TB,25,False,False,True,,False
SRR32526580,Susceptible,0,False,False,False,,False
SRR32526581,Pre-XDR-TB,18,False,False,True,,False
SRR32526583,MDR-TB,31,False,False,True,,False
SRR32526585,RR-TB,75,False,False,True,,False
SRR32526683,Susceptible,16,False,False,False,,False
SRR32526688,RR-TB,10,False,False,True,,False
SRR32526690,RR-TB,8,False,False,True,,False
SRR32526692,Susceptible,14,False,False,False,,False
SRR32526693,RR-TB,10,False,False,True,,False
SRR32526695,Susceptible,4,False,False,False,,False
SRR32861811,Susceptible,1555,False,False,False,,False
SRR32861812,Susceptible,1010,False,False,False,,False
SRR32861813,MDR-TB,2150,False,False,True,,False
SRR32861814,Susceptible,2085,False,False,False,,False
SRR32861815,Susceptible,1596,False,False,False,,False
SRR32861816,MDR-TB,2117,False,False,True,,False
SRR32861830,Other,2133,False,False,True,,False
SRR32861831,Susceptible,1505,False,False,False,,False
SRR32861832,Susceptible,1174,False,False,False,,False
SRR32861833,Other,1319,False,False,True,,False
SRR32861834,Other,1355,False,False,True,,False
SRR32861835,Susceptible,1556,False,False,False,,False
SRR32861836,Susceptible,1610,False,False,False,,False
SRR32861837,Susceptible,1156,False,False,False,,False
SRR32861838,Other,2141,False,False,True,,False
SRR32861839,MDR-TB,2095,False,False,True,,False
SRR32861841,MDR-TB,1641,False,False,True,,False
SRR33015687,Susceptible,1511,False,False,False,,False
SRR33015688,HR-TB,1428,False,False,True,,False
SRR33015689,Susceptible,1469,False,False,False,,False
SRR33015690,Susceptible,2879,False,False,False,,False
SRR33015691,Susceptible,1509,False,False,False,,False
SRR33015692,Susceptible,1504,False,False,False,,False
SRR33015693,Susceptible,2016,False,False,False,,False
SRR33015694,Susceptible,1273,False,False,False,,False
SRR33015695,HR-TB,1427,False,False,True,,False
SRR33015696,MDR-TB,1746,False,False,True,,False
SRR33383892,Pre-XDR-TB,1479,False,False,True,,False
SRR33383893,HR-TB,182415,True,True,False,uncertain_significance_evidence,True
SRR33383894,Pre-XDR-TB,2004,False,False,True,,False
SRR33383895,RR-TB,2045,False,False,True,,False
SRR33383896,Pre-XDR-TB,1256,False,False,True,,False
SRR33383897,Pre-XDR-TB,1263,False,False,True,,False
SRR33383898,Pre-XDR-TB,1264,False,False,True,,False
SRR33383899,MDR-TB,924,False,False,True,,False
SRR33383900,MDR-TB,1276,False,False,True,,False
SRR33383901,Pre-XDR-TB,1192,False,False,True,,False
SRR33383902,XDR-TB,1381,False,False,True,,False
SRR33383903,RR-TB,1664,False,False,True,,False
SRR33383904,Pre-XDR-TB,1375,False,False,True,,False
SRR33383905,Pre-XDR-TB,1216,False,False,True,,False
SRR33383906,Pre-XDR-TB,1260,False,False,True,,False
SRR33383907,Pre-XDR-TB,1944,False,False,True,,False
SRR33383908,MDR-TB,1954,False,False,True,,False
SRR33383909,MDR-TB,1269,False,False,True,,False
SRR33383910,Susceptible,1347,False,False,False,,False
SRR33383911,HR-TB,2086,False,False,True,,False
SRR33383912,Pre-XDR-TB,1443,False,False,True,,False
SRR33383913,Pre-XDR-TB,1281,False,False,True,,False
SRR33383914,MDR-TB,1212,False,False,True,,False
SRR33383915,MDR-TB,1284,False,False,True,,False
SRR33383916,RR-TB,1193,False,False,True,,False
SRR33383917,Pre-XDR-TB,1229,False,False,True,,False
SRR33383918,Pre-XDR-TB,2928,False,False,True,,False
SRR33383919,Pre-XDR-TB,1471,False,False,True,,False
SRR33383920,Pre-XDR-TB,1230,False,False,True,,False
SRR33383921,XDR-TB,1703,False,False,True,,False
SRR33383922,XDR-TB,1237,False,False,True,,False
SRR33383923,MDR-TB,1921,False,False,True,,False
SRR33383924,Pre-XDR-TB,1530,False,False,True,,False
SRR33383925,XDR-TB,3292,False,False,True,,False
SRR33383926,Pre-XDR-TB,1515,False,False,True,,False
SRR33383927,Pre-XDR-TB,1191,False,False,True,,False
SRR33383928,Pre-XDR-TB,1223,False,False,True,,False
SRR33383929,MDR-TB,1998,False,False,True,,False
SRR33383930,Pre-XDR-TB,1894,False,False,True,,False
SRR33383931,Pre-XDR-TB,1114,False,False,True,,False
SRR33383932,MDR-TB,1479,False,False,True,,False
SRR33383933,HR-TB,232006,True,True,False,uncertain_significance_evidence,True
SRR33383934,HR-TB,188937,True,True,False,uncertain_significance_evidence,True
SRR33383935,Pre-XDR-TB,1199,False,False,True,,False
SRR33383936,Pre-XDR-TB,1473,False,False,True,,False
SRR33383937,MDR-TB,1226,False,False,True,,False
SRR33383938,Pre-XDR-TB,1180,False,False,True,,False
SRR33383939,MDR-TB,31676,True,False,True,,True
SRR33383940,MDR-TB,1884,False,False,True,,False
SRR33383941,Susceptible,1169,False,False,False,,False
SRR33383942,RR-TB,1858,False,False,True,,False
SRR33383943,XDR-TB,2022,False,False,True,,False
SRR33383944,HR-TB,189587,True,True,False,uncertain_significance_evidence,True
SRR33383945,MDR-TB,1906,False,False,True,,False
SRR33383946,Pre-XDR-TB,1876,False,False,True,,False
SRR33383947,XDR-TB,1137,False,False,True,,False
SRR33383948,Pre-XDR-TB,1396,False,False,True,,False
SRR33383949,XDR-TB,1230,False,False,True,,False
SRR33383950,HR-TB,1408,False,False,True,,False
SRR33383951,Pre-XDR-TB,1992,False,False,True,,False
SRR33383952,MDR-TB,1937,False,False,True,,False
SRR33383953,Pre-XDR-TB,1420,False,False,True,,False
SRR33383954,Pre-XDR-TB,1231,False,False,True,,False
SRR33383955,Pre-XDR-TB,1246,False,False,True,,False
SRR33383956,Pre-XDR-TB,1957,False,False,True,,False
SRR33383957,Pre-XDR-TB,1170,False,False,True,,False
SRR33383958,Pre-XDR-TB,1222,False,False,True,,False
SRR33383959,MDR-TB,1988,False,False,True,,False
SRR33383960,XDR-TB,1276,False,False,True,,False
SRR33383961,Pre-XDR-TB,1352,False,False,True,,False
SRR33383962,Pre-XDR-TB,1946,False,False,True,,False
SRR33383963,XDR-TB,1923,False,False,True,,False
SRR33383964,Pre-XDR-TB,1223,False,False,True,,False
SRR33383965,Pre-XDR-TB,1179,False,False,True,,False
SRR33383966,XDR-TB,1239,False,False,True,,False
SRR33383967,XDR-TB,1239,False,False,True,,False
SRR33383968,Pre-XDR-TB,2896,False,False,True,,False
SRR33383969,Pre-XDR-TB,1953,False,False,True,,False
SRR33383970,Pre-XDR-TB,1966,False,False,True,,False
SRR33383971,MDR-TB,901,False,False,True,,False
SRR33383972,MDR-TB,904,False,False,True,,False
SRR33383973,Susceptible,1454,False,False,False,,False
SRR33383974,MDR-TB,1349,False,False,True,,False
SRR33383975,MDR-TB,1193,False,False,True,,False
SRR33383976,Pre-XDR-TB,1205,False,False,True,,False
SRR33383977,MDR-TB,1182,False,False,True,,False
SRR33383978,XDR-TB,1936,False,False,True,,False
SRR33383979,Pre-XDR-TB,1956,False,False,True,,False
SRR33383980,XDR-TB,1928,False,False,True,,False
SRR33383981,MDR-TB,1377,False,False,True,,False
SRR33383982,Pre-XDR-TB,1208,False,False,True,,False
SRR33383983,Pre-XDR-TB,1952,False,False,True,,False
SRR33383984,Pre-XDR-TB,1264,False,False,True,,False
SRR33383985,MDR-TB,936,False,False,True,,False
SRR33383986,Pre-XDR-TB,1265,False,False,True,,False
SRR33383987,Pre-XDR-TB,1450,False,False,True,,False
SRR33383988,MDR-TB,1425,False,False,True,,False
SRR33383989,Susceptible,24859,True,False,False,,True
SRR33383990,XDR-TB,1213,False,False,True,,False
SRR33383991,HR-TB,186602,True,True,False,uncertain_significance_evidence,True
SRR33383992,Pre-XDR-TB,1252,False,False,True,,False
SRR33383993,Other,184764,True,True,False,uncertain_significance_evidence,True
SRR33383994,Pre-XDR-TB,1177,False,False,True,,False
SRR33383995,Susceptible,1399,False,False,False,,False
SRR33383996,Pre-XDR-TB,1253,False,False,True,,False
SRR33383997,Pre-XDR-TB,1234,False,False,True,,False
SRR33383998,HR-TB,258601,True,True,False,uncertain_significance_evidence,True
SRR33383999,Pre-XDR-TB,1469,False,False,True,,False
SRR33384000,XDR-TB,1281,False,False,True,,False
SRR33384001,Pre-XDR-TB,1434,False,False,True,,False
SRR33384002,Pre-XDR-TB,1972,False,False,True,,False
SRR33384003,MDR-TB,932,False,False,True,,False
SRR33384004,MDR-TB,934,False,False,True,,False
SRR33384005,MDR-TB,888,False,False,True,,False
SRR33384006,Pre-XDR-TB,1970,False,False,True,,False
SRR33384007,Pre-XDR-TB,1426,False,False,True,,False
SRR33384008,Pre-XDR-TB,1284,False,False,True,,False
SRR33384009,MDR-TB,1264,False,False,True,,False
SRR33384010,Pre-XDR-TB,1245,False,False,True,,False
SRR33384011,XDR-TB,1256,False,False,True,,False
SRR33384012,XDR-TB,941,False,False,True,,False
SRR33384013,Pre-XDR-TB,2007,False,False,True,,False
SRR33384014,Pre-XDR-TB,1270,False,False,True,,False
SRR33384015,Pre-XDR-TB,2051,False,False,True,,False
SRR33384016,Pre-XDR-TB,1302,False,False,True,,False
SRR33384017,Pre-XDR-TB,1270,False,False,True,,False
SRR33384018,Pre-XDR-TB,863,False,False,True,,False
SRR33384019,Pre-XDR-TB,1244,False,False,True,,False
SRR33384020,Pre-XDR-TB,1197,False,False,True,,False
SRR33384021,MDR-TB,1280,False,False,True,,False
SRR33384022,MDR-TB,1276,False,False,True,,False
SRR33384023,Pre-XDR-TB,1270,False,False,True,,False
SRR33384024,Pre-XDR-TB,1992,False,False,True,,False
SRR33384025,MDR-TB,1265,False,False,True,,False
SRR33384026,HR-TB,189297,True,True,False,uncertain_significance_evidence,True
SRR33384027,MDR-TB,1053,False,False,True,,False
SRR33384028,HR-TB,195266,True,True,False,uncertain_significance_evidence,True
SRR33384029,MDR-TB,1279,False,False,True,,False
SRR33384030,Pre-XDR-TB,1277,False,False,True,,False
SRR33384031,HR-TB,1178,False,False,True,,False
SRR33384032,Pre-XDR-TB,1278,False,False,True,,False
SRR33384033,Pre-XDR-TB,1260,False,False,True,,False
SRR33384034,Pre-XDR-TB,1279,False,False,True,,False
SRR33384035,Pre-XDR-TB,2005,False,False,True,,False
SRR33384036,Pre-XDR-TB,1275,False,False,True,,False
SRR33384037,Pre-XDR-TB,1992,False,False,True,,False
SRR33384038,HR-TB,198276,True,True,False,uncertain_significance_evidence,True
SRR33384039,Pre-XDR-TB,1299,False,False,True,,False
SRR33384040,Pre-XDR-TB,948,False,False,True,,False
SRR33384042,Pre-XDR-TB,1401,False,False,True,,False
SRR33384043,Pre-XDR-TB,1280,False,False,True,,False
SRR33384044,HR-TB,200966,True,True,False,uncertain_significance_evidence,True
SRR33384045,Pre-XDR-TB,1330,False,False,True,,False
SRR33384046,Pre-XDR-TB,1973,False,False,True,,False
SRR33384047,HR-TB,199801,True,True,False,uncertain_significance_evidence,True
SRR33384048,Pre-XDR-TB,1225,False,False,True,,False
SRR33384049,Pre-XDR-TB,1964,False,False,True,,False
SRR33384050,Pre-XDR-TB,1271,False,False,True,,False
SRR33384051,MDR-TB,2048,False,False,True,,False
SRR33384052,Pre-XDR-TB,1956,False,False,True,,False
SRR33384053,Pre-XDR-TB,1709,False,False,True,,False
SRR33384054,Pre-XDR-TB,1265,False,False,True,,False
SRR33384055,XDR-TB,2972,False,False,True,,False
SRR33384056,Pre-XDR-TB,1211,False,False,True,,False
SRR33384057,Pre-XDR-TB,2853,False,False,True,,False
SRR33384058,XDR-TB,1635,False,False,True,,False
SRR33384059,Pre-XDR-TB,116590,True,False,True,,True
SRR33384060,XDR-TB,1957,False,False,True,,False
SRR33384061,Pre-XDR-TB,1745,False,False,True,,False
SRR33384062,Pre-XDR-TB,1200,False,False,True,,False
SRR33384063,RR-TB,1468,False,False,True,,False
SRR33384064,MDR-TB,2193,False,False,True,,False
SRR33384065,Pre-XDR-TB,1463,False,False,True,,False
SRR33384066,Pre-XDR-TB,1972,False,False,True,,False
SRR33384067,Pre-XDR-TB,1627,False,False,True,,False
SRR33384068,HR-TB,1470,False,False,True,,False
SRR33384069,Pre-XDR-TB,1431,False,False,True,,False
SRR33384070,HR-TB,2053,False,False,True,,False
SRR33384071,Pre-XDR-TB,1220,False,False,True,,False
SRR33384072,Pre-XDR-TB,1209,False,False,True,,False
SRR33384073,Pre-XDR-TB,1244,False,False,True,,False
SRR33384074,Pre-XDR-TB,918,False,False,True,,False
SRR33384075,XDR-TB,1214,False,False,True,,False
SRR33384076,Pre-XDR-TB,2817,False,False,True,,False
SRR33384077,Pre-XDR-TB,1476,False,False,True,,False
SRR33384078,Pre-XDR-TB,3630,False,False,True,,False
SRR33384079,MDR-TB,898,False,False,True,,False
SRR33384080,XDR-TB,1269,False,False,True,,False
SRR33384081,Pre-XDR-TB,1188,False,False,True,,False
SRR33384082,Pre-XDR-TB,1202,False,False,True,,False
SRR33384083,Pre-XDR-TB,1230,False,False,True,,False
SRR33384084,MDR-TB,2017,False,False,True,,False
SRR33384085,XDR-TB,1139,False,False,True,,False
SRR33384086,Pre-XDR-TB,1163,False,False,True,,False
SRR33384087,Pre-XDR-TB,1910,False,False,True,,False
SRR33384088,XDR-TB,2808,False,False,True,,False
SRR33384089,Pre-XDR-TB,911,False,False,True,,False
SRR33384090,XDR-TB,2847,False,False,True,,False
SRR33384091,Pre-XDR-TB,1928,False,False,True,,False
SRR33384092,MDR-TB,859,False,False,True,,False
SRR33384093,Pre-XDR-TB,1855,False,False,True,,False
SRR33384094,Pre-XDR-TB,1175,False,False,True,,False
SRR33384095,MDR-TB,1281,False,False,True,,False
SRR33384096,Pre-XDR-TB,1264,False,False,True,,False
SRR33384097,Pre-XDR-TB,1968,False,False,True,,False
SRR33384098,Pre-XDR-TB,1183,False,False,True,,False
SRR33384099,Pre-XDR-TB,1226,False,False,True,,False
SRR33384100,MDR-TB,962,False,False,True,,False
SRR33384101,MDR-TB,2022,False,False,True,,False
SRR33384102,Pre-XDR-TB,881,False,False,True,,False
SRR33384103,RR-TB,2015,False,False,True,,False
SRR33384104,Pre-XDR-TB,1213,False,False,True,,False
SRR33384105,MDR-TB,903,False,False,True,,False
SRR33384106,Pre-XDR-TB,1454,False,False,True,,False
SRR33384107,Pre-XDR-TB,1180,False,False,True,,False
SRR33384108,XDR-TB,2925,False,False,True,,False
SRR33384109,XDR-TB,1219,False,False,True,,False
SRR33384110,Pre-XDR-TB,1192,False,False,True,,False
SRR33384111,HR-TB,1970,False,False,True,,False
SRR33384112,Pre-XDR-TB,1816,False,False,True,,False
SRR33384113,Pre-XDR-TB,1207,False,False,True,,False
SRR33384114,MDR-TB,1213,False,False,True,,False
SRR33384115,Pre-XDR-TB,1256,False,False,True,,False
SRR33384116,Pre-XDR-TB,1395,False,False,True,,False
SRR33384117,XDR-TB,1938,False,False,True,,False
SRR33384118,MDR-TB,898,False,False,True,,False
SRR33384119,Pre-XDR-TB,1201,False,False,True,,False
SRR33384120,MDR-TB,1897,False,False,True,,False
SRR33384121,Pre-XDR-TB,1200,False,False,True,,False
SRR33384122,MDR-TB,1990,False,False,True,,False
SRR33384123,Susceptible,1401,False,False,False,,False
SRR33384124,XDR-TB,1258,False,False,True,,False
SRR33384125,Pre-XDR-TB,1401,False,False,True,,False
SRR33384126,MDR-TB,1364,False,False,True,,False
SRR33384127,Pre-XDR-TB,853,False,False,True,,False
SRR33384128,MDR-TB,1213,False,False,True,,False
SRR33384129,MDR-TB,1216,False,False,True,,False
SRR33384130,MDR-TB,1371,False,False,True,,False
SRR33384131,Pre-XDR-TB,1227,False,False,True,,False
SRR33384132,Pre-XDR-TB,1202,False,False,True,,False
SRR33384133,Pre-XDR-TB,1216,False,False,True,,False
SRR33384134,XDR-TB,1916,False,False,True,,False
SRR33384135,HR-TB,256740,True,True,False,uncertain_significance_evidence,True
SRR33384136,Pre-XDR-TB,1239,False,False,True,,False
SRR33384137,XDR-TB,1233,False,False,True,,False
SRR33384138,Pre-XDR-TB,1914,False,False,True,,False
SRR33384139,Pre-XDR-TB,1239,False,False,True,,False
SRR33384140,XDR-TB,1251,False,False,True,,False
SRR33384141,Pre-XDR-TB,1381,False,False,True,,False
SRR33384142,Pre-XDR-TB,1167,False,False,True,,False
SRR33384143,Pre-XDR-TB,1209,False,False,True,,False
SRR33384144,Pre-XDR-TB,2017,False,False,True,,False
SRR33384145,Pre-XDR-TB,1425,False,False,True,,False
SRR33384146,Pre-XDR-TB,3005,False,False,True,,False
SRR33384147,Pre-XDR-TB,2013,False,False,True,,False
SRR33384148,XDR-TB,2042,False,False,True,,False
SRR33384149,Pre-XDR-TB,1221,False,False,True,,False
SRR33384150,Pre-XDR-TB,1200,False,False,True,,False
SRR33384151,Pre-XDR-TB,2081,False,False,True,,False
SRR33384152,MDR-TB,948,False,False,True,,False
SRR33384153,Pre-XDR-TB,2009,False,False,True,,False
SRR33384154,HR-TB,2049,False,True,False,uncertain_significance_evidence,True
SRR33384155,Pre-XDR-TB,2023,False,False,True,,False
SRR33384156,XDR-TB,1283,False,False,True,,False
SRR33384157,XDR-TB,1511,False,False,True,,False
SRR33384158,Pre-XDR-TB,1992,False,False,True,,False
SRR33384159,XDR-TB,1521,False,False,True,,False
SRR33384160,Pre-XDR-TB,933,False,False,True,,False
SRR33384161,Pre-XDR-TB,1175,False,False,True,,False
SRR33384162,HR-TB,2045,False,True,False,uncertain_significance_evidence,True
SRR33384163,XDR-TB,1547,False,False,True,,False
SRR33384164,Pre-XDR-TB,2022,False,False,True,,False
SRR33384165,Pre-XDR-TB,902,False,False,True,,False
SRR33384166,Pre-XDR-TB,2029,False,False,True,,False
SRR33384167,Pre-XDR-TB,1467,False,False,True,,False
SRR33384168,Pre-XDR-TB,2014,False,False,True,,False
SRR33384169,Pre-XDR-TB,2006,False,False,True,,False
SRR33384170,Pre-XDR-TB,1465,False,False,True,,False
SRR33384171,Pre-XDR-TB,1277,False,False,True,,False
SRR33384172,Pre-XDR-TB,1228,False,False,True,,False
SRR33384173,MDR-TB,865,False,False,True,,False
SRR33384174,MDR-TB,1277,False,False,True,,False
SRR33384175,MDR-TB,2027,False,False,True,,False
SRR33384176,MDR-TB,1333,False,False,True,,False
SRR33384177,Pre-XDR-TB,937,False,False,True,,False
SRR33384178,Pre-XDR-TB,1277,False,False,True,,False
SRR33384179,Pre-XDR-TB,1996,False,False,True,,False
SRR33384180,Pre-XDR-TB,1454,False,False,True,,False
SRR33384181,Pre-XDR-TB,1278,False,False,True,,False
SRR33384182,HR-TB,195070,True,True,False,uncertain_significance_evidence,True
SRR33384183,Pre-XDR-TB,1889,False,False,True,,False
SRR33384184,Pre-XDR-TB,1906,False,False,True,,False
SRR33384185,Pre-XDR-TB,1263,False,False,True,,False
SRR33384186,MDR-TB,954,False,False,True,,False
SRR33384187,Pre-XDR-TB,1275,False,False,True,,False
SRR33384188,Pre-XDR-TB,1424,False,False,True,,False
SRR33384189,XDR-TB,1265,False,False,True,,False
SRR33384190,MDR-TB,1268,False,False,True,,False
SRR33384191,XDR-TB,2040,False,False,True,,False
SRR33384192,XDR-TB,2029,False,False,True,,False
SRR33384193,MDR-TB,2063,False,False,True,,False
SRR33384194,XDR-TB,1475,False,False,True,,False
SRR33384195,Pre-XDR-TB,1227,False,False,True,,False
SRR33384196,XDR-TB,1252,False,False,True,,False
SRR33384197,XDR-TB,2002,False,False,True,,False
SRR33384198,Pre-XDR-TB,1276,False,False,True,,False
SRR33384199,Pre-XDR-TB,2036,False,False,True,,False
SRR33384200,Pre-XDR-TB,3006,False,False,True,,False
SRR33384201,XDR-TB,1250,False,False,True,,False
SRR33384202,Pre-XDR-TB,1287,False,False,True,,False
SRR33384203,HR-TB,2104,False,False,True,,False
SRR33384204,Pre-XDR-TB,2474,False,False,True,,False
SRR33384205,MDR-TB,944,False,False,True,,False
SRR33384206,MDR-TB,891,False,False,True,,False
SRR33384207,Pre-XDR-TB,1277,False,False,True,,False
SRR33384208,Pre-XDR-TB,1200,False,False,True,,False
SRR33384209,XDR-TB,1277,False,False,True,,False
SRR33384210,XDR-TB,1247,False,False,True,,False
SRR33384211,XDR-TB,941,False,False,True,,False
SRR33384212,XDR-TB,1643,False,False,True,,False
SRR33384213,Susceptible,47726,True,False,False,,True
SRR33384214,Pre-XDR-TB,1978,False,False,True,,False
SRR33384215,Pre-XDR-TB,942,False,False,True,,False
SRR33384216,Pre-XDR-TB,1259,False,False,True,,False
SRR33384217,Susceptible,86462,True,False,False,,True
SRR33384218,Pre-XDR-TB,1435,False,False,True,,False
SRR33384219,Pre-XDR-TB,1212,False,False,True,,False
SRR33384220,Pre-XDR-TB,2030,False,False,True,,False
SRR33384221,XDR-TB,2040,False,False,True,,False
SRR33384222,Pre-XDR-TB,1250,False,False,True,,False
SRR33384223,MDR-TB,1380,False,False,True,,False
SRR33384224,Pre-XDR-TB,1988,False,False,True,,False
SRR33384225,Pre-XDR-TB,1250,False,False,True,,False
SRR33384226,Pre-XDR-TB,1258,False,False,True,,False
SRR33384227,Pre-XDR-TB,1996,False,False,True,,False
SRR33384228,Pre-XDR-TB,1265,False,False,True,,False
SRR33384229,XDR-TB,2943,False,False,True,,False
SRR33384230,HR-TB,107551,True,True,False,uncertain_significance_evidence,True
SRR33384231,Pre-XDR-TB,2008,False,False,True,,False
SRR33384232,Pre-XDR-TB,2011,False,False,True,,False
SRR33384233,XDR-TB,2026,False,False,True,,False
SRR33384234,Pre-XDR-TB,2005,False,False,True,,False
SRR33384235,MDR-TB,1285,False,False,True,,False
SRR33384236,MDR-TB,2065,False,False,True,,False
SRR33384237,Pre-XDR-TB,1233,False,False,True,,False
SRR33384238,XDR-TB,2047,False,False,True,,False
SRR33384239,Pre-XDR-TB,2026,False,False,True,,False
SRR33384240,Pre-XDR-TB,1988,False,False,True,,False
SRR33384241,Pre-XDR-TB,2026,False,False,True,,False
SRR33384242,XDR-TB,1271,False,False,True,,False
SRR33384243,Pre-XDR-TB,2016,False,False,True,,False
SRR33384244,Pre-XDR-TB,1303,False,False,True,,False
SRR33384245,Pre-XDR-TB,1944,False,False,True,,False
SRR33384246,XDR-TB,1222,False,False,True,,False
SRR33384247,Pre-XDR-TB,1940,False,False,True,,False
SRR33384248,Pre-XDR-TB,1190,False,False,True,,False
SRR33384249,Pre-XDR-TB,1272,False,False,True,,False
SRR33384250,Pre-XDR-TB,1211,False,False,True,,False
SRR33384251,Pre-XDR-TB,2008,False,False,True,,False
SRR33384252,XDR-TB,2022,False,False,True,,False
SRR33384253,Pre-XDR-TB,1928,False,False,True,,False
SRR33384254,Pre-XDR-TB,2015,False,False,True,,False
SRR33384255,MDR-TB,1404,False,False,True,,False
SRR33384256,MDR-TB,1280,False,False,True,,False
SRR33384257,Pre-XDR-TB,1422,False,False,True,,False
SRR33384258,MDR-TB,1263,False,False,True,,False
SRR33384259,Pre-XDR-TB,1229,False,False,True,,False
SRR33384260,Pre-XDR-TB,1492,False,False,True,,False
SRR33384261,Pre-XDR-TB,2833,False,False,True,,False
SRR33384262,XDR-TB,2316,False,False,True,,False
SRR33384263,XDR-TB,1503,False,False,True,,False
SRR33384264,Pre-XDR-TB,1615,False,False,True,,False
SRR33384265,HR-TB,1210,False,False,True,,False
SRR33384266,Pre-XDR-TB,1227,False,False,True,,False
SRR33384267,Pre-XDR-TB,1287,False,False,True,,False
SRR33384268,Pre-XDR-TB,1204,False,False,True,,False
SRR33384269,MDR-TB,1260,False,False,True,,False
SRR33384270,MDR-TB,1245,False,False,True,,False
SRR33384271,Pre-XDR-TB,1290,False,False,True,,False
SRR33384272,Pre-XDR-TB,1446,False,False,True,,False
SRR33384273,Pre-XDR-TB,2289,False,False,True,,False
SRR33384274,MDR-TB,1655,False,False,True,,False
SRR33384275,Pre-XDR-TB,1285,False,False,True,,False
SRR33384276,Pre-XDR-TB,1957,False,False,True,,False
SRR33384277,Pre-XDR-TB,1215,False,False,True,,False
SRR33384278,Pre-XDR-TB,1245,False,False,True,,False
SRR33384279,Pre-XDR-TB,1256,False,False,True,,False
SRR33384280,RR-TB,2054,False,False,True,,False
SRR33384281,Pre-XDR-TB,1270,False,False,True,,False
SRR33384282,Pre-XDR-TB,2005,False,False,True,,False
SRR33384283,Pre-XDR-TB,2008,False,False,True,,False
SRR33384284,Pre-XDR-TB,1222,False,False,True,,False
SRR33384285,MDR-TB,1987,False,False,True,,False
SRR33384286,Pre-XDR-TB,1924,False,False,True,,False
SRR33384287,Susceptible,2004,False,False,False,,False
SRR33384288,MDR-TB,1178,False,False,True,,False
SRR33384289,Pre-XDR-TB,2025,False,False,True,,False
SRR33384290,Pre-XDR-TB,1158,False,False,True,,False
SRR33384291,Pre-XDR-TB,1282,False,False,True,,False
SRR33384292,Pre-XDR-TB,1227,False,False,True,,False
SRR33384293,HR-TB,1285,False,False,True,,False
SRR33384294,Pre-XDR-TB,1236,False,False,True,,False
SRR33384295,Other,194051,True,True,False,uncertain_significance_evidence,True
SRR33384296,Pre-XDR-TB,1250,False,False,True,,False
SRR33384297,Pre-XDR-TB,1254,False,False,True,,False
SRR33384298,RR-TB,2021,False,False,True,,False
SRR33384299,XDR-TB,1263,False,False,True,,False
SRR33384300,MDR-TB,930,False,False,True,,False
SRR33384301,Pre-XDR-TB,1254,False,False,True,,False
SRR33384302,Pre-XDR-TB,1184,False,False,True,,False
SRR33384303,Pre-XDR-TB,1233,False,False,True,,False
SRR33384304,XDR-TB,916,False,False,True,,False
SRR33384305,Susceptible,1398,False,False,False,,False
SRR33384306,Pre-XDR-TB,1262,False,False,True,,False
SRR33384307,Pre-XDR-TB,1967,False,False,True,,False
SRR33384308,Pre-XDR-TB,1283,False,False,True,,False
SRR33384309,Pre-XDR-TB,2013,False,False,True,,False
SRR33384310,Pre-XDR-TB,2088,False,False,True,,False
SRR33384311,Pre-XDR-TB,1269,False,False,True,,False
SRR33384312,Pre-XDR-TB,880,False,False,True,,False
SRR33384313,Pre-XDR-TB,2026,False,False,True,,False
SRR33384314,Pre-XDR-TB,1196,False,False,True,,False
SRR33384315,XDR-TB,2007,False,False,True,,False
SRR33384316,Pre-XDR-TB,2013,False,False,True,,False
SRR33384317,Pre-XDR-TB,1996,False,False,True,,False
SRR33384318,Susceptible,1241,False,False,False,,False
SRR33384319,XDR-TB,1240,False,False,True,,False
SRR33384320,Pre-XDR-TB,1299,False,False,True,,False
SRR33384321,HR-TB,91277,True,True,False,uncertain_significance_evidence,True
SRR33384322,MDR-TB,2054,False,False,True,,False
SRR33384323,Pre-XDR-TB,1253,False,False,True,,False
SRR33384324,Pre-XDR-TB,1253,False,False,True,,False
SRR33384325,Pre-XDR-TB,1214,False,False,True,,False
SRR33384326,Pre-XDR-TB,1429,False,False,True,,False
SRR33384327,Pre-XDR-TB,1995,False,False,True,,False
SRR33384328,HR-TB,81953,True,True,False,uncertain_significance_evidence,True
SRR33384329,Pre-XDR-TB,2086,False,False,True,,False
SRR33384330,Pre-XDR-TB,1256,False,False,True,,False
SRR33384331,MDR-TB,2117,False,False,True,,False
SRR33384332,HR-TB,180654,True,True,False,uncertain_significance_evidence,True
SRR33384333,RR-TB,2059,False,False,True,,False
SRR33384334,Pre-XDR-TB,1287,False,False,True,,False
SRR33384335,XDR-TB,2039,False,False,True,,False
SRR33384336,Pre-XDR-TB,1215,False,False,True,,False
SRR33384337,MDR-TB,1312,False,False,True,,False
SRR33384338,Pre-XDR-TB,1277,False,False,True,,False
SRR33384339,XDR-TB,1287,False,False,True,,False
